413.004,-0.0,-718.752,-240.512,218.251,134.213,23.5729,351.388,-0.0,0.0,-0.0,0.0,0.0,-799.732,503.647,-279.573,0.0,-370.128,32.6866,-0.0,-0.0,0.0,-0.0,0.0,-396.157,-25.161,-117.639,102.536
-413.004,0.0,718.752,240.512,-218.251,-134.213,-23.5729,-351.388,0.0,-0.0,0.0,-0.0,-0.0,799.732,-503.647,279.573,-0.0,370.128,-32.6866,0.0,0.0,-0.0,0.0,-0.0,396.157,25.161,117.639,-102.536
-413.004,0.0,718.752,240.512,-218.251,-134.213,-23.5729,-351.388,0.0,-0.0,0.0,-0.0,-0.0,799.732,-503.647,279.573,-0.0,370.128,-32.6866,0.0,0.0,-0.0,0.0,-0.0,396.157,25.161,117.639,-102.536
-413.004,0.0,718.752,240.512,-218.251,-134.213,-23.5729,-351.388,0.0,-0.0,0.0,-0.0,-0.0,799.732,-503.647,279.573,-0.0,370.128,-32.6866,0.0,0.0,-0.0,0.0,-0.0,396.157,25.161,117.639,-102.536
413.004,-0.0,-718.752,-240.512,218.251,134.213,23.5729,351.388,-0.0,0.0,-0.0,0.0,0.0,-799.732,503.647,-279.573,0.0,-370.128,32.6866,-0.0,-0.0,0.0,-0.0,0.0,-396.157,-25.161,-117.639,102.536
413.004,-0.0,-718.752,-240.512,218.251,134.213,23.5729,351.388,-0.0,0.0,-0.0,0.0,0.0,-799.732,503.647,-279.573,0.0,-370.128,32.6866,-0.0,-0.0,0.0,-0.0,0.0,-396.157,-25.161,-117.639,102.536
-413.004,0.0,718.752,240.512,-218.251,-134.213,-23.5729,-351.388,0.0,-0.0,0.0,-0.0,-0.0,799.732,-503.647,279.573,-0.0,370.128,-32.6866,0.0,0.0,-0.0,0.0,-0.0,396.157,25.161,117.639,-102.536
413.004,-0.0,-718.752,-240.512,218.251,134.213,23.5729,351.388,-0.0,0.0,-0.0,0.0,0.0,-799.732,503.647,-279.573,0.0,-370.128,32.6866,-0.0,-0.0,0.0,-0.0,0.0,-396.157,-25.161,-117.639,102.536
-413.004,0.0,718.752,240.512,-218.251,-134.213,-23.5729,-351.388,0.0,-0.0,0.0,-0.0,-0.0,799.732,-503.647,279.573,-0.0,370.128,-32.6866,0.0,0.0,-0.0,0.0,-0.0,396.157,25.161,117.639,-102.536
-413.004,0.0,718.752,240.512,-218.251,-134.213,-23.5729,-351.388,0.0,-0.0,0.0,-0.0,-0.0,799.732,-503.647,279.573,-0.0,370.128,-32.6866,0.0,0.0,-0.0,0.0,-0.0,396.157,25.161,117.639,-102.536
413.004,-0.0,-718.752,-240.512,218.251,134.213,23.5729,351.388,-0.0,0.0,-0.0,0.0,0.0,-799.732,503.647,-279.573,0.0,-370.128,32.6866,-0.0,-0.0,0.0,-0.0,0.0,-396.157,-25.161,-117.639,102.536
413.004,-0.0,-718.752,-240.512,218.251,134.213,23.5729,351.388,-0.0,0.0,-0.0,0.0,0.0,-799.732,503.647,-279.573,0.0,-370.128,32.6866,-0.0,-0.0,0.0,-0.0,0.0,-396.157,-25.161,-117.639,102.536
-413.004,0.0,718.752,240.512,-218.251,-134.213,-23.5729,-351.388,0.0,-0.0,0.0,-0.0,-0.0,799.732,-503.647,279.573,-0.0,370.128,-32.6866,0.0,0.0,-0.0,0.0,-0.0,396.157,25.161,117.639,-102.536
-413.004,0.0,718.752,240.512,-218.251,-134.213,-23.5729,-351.388,0.0,-0.0,0.0,-0.0,-0.0,799.732,-503.647,279.573,-0.0,370.128,-32.6866,0.0,0.0,-0.0,0.0,-0.0,396.157,25.161,117.639,-102.536
0.0,93.2508,73.5265,-169.346,79.4632,0.0,-122.258,125.195,92.2432,-56.5847,119.923,-0.0,-107.26,-0.0,-0.0,0.212429,179.013,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-83.1177
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.0,518.084,408.5,-940.857,441.483,0.0,-679.243,695.563,512.486,-314.374,666.267,-0.0,-595.919,-0.0,-0.0,1.18022,994.565,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-461.787
0.0,698.286,550.586,-1268.11,595.042,0.0,-915.5,937.496,690.741,-423.721,898.011,-0.0,-803.194,-0.0,-0.0,1.59073,1340.5,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-622.407
0.0,158.155,124.703,-287.215,134.771,0.0,-207.352,212.334,156.447,-95.969,203.391,-0.0,-181.916,-0.0,-0.0,0.360285,303.61,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-140.969
0.0,6.19898,4.88778,-11.2575,5.28243,0.0,-8.12727,8.32254,6.132,-3.76155,7.97202,-0.0,-7.13029,-0.0,-0.0,0.0141215,11.9002,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-5.52536
0.0,237.891,187.573,-432.017,202.718,0.0,-311.891,319.384,235.32,-144.353,305.933,-0.0,-273.631,-0.0,-0.0,0.541926,456.678,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-212.04
0.0,280.799,221.405,-509.939,239.282,0.0,-368.146,376.991,277.765,-170.389,361.113,-0.0,-322.985,-0.0,-0.0,0.639672,539.049,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-250.286
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.0,614.74,484.711,-1116.39,523.848,0.0,-805.965,825.33,608.098,-373.025,790.569,-0.0,-707.096,-0.0,-0.0,1.4004,1180.11,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-547.939
0.0,229.348,180.836,-416.502,195.438,0.0,-300.69,307.914,226.869,-139.168,294.946,-0.0,-263.804,-0.0,-0.0,0.522464,440.278,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-204.426
0.0,98.4995,77.6651,-178.878,83.9359,0.0,-129.139,132.242,97.4352,-59.7697,126.673,-0.0,-113.298,-0.0,-0.0,0.224386,189.089,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-87.7961
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.0,176.965,139.534,-321.375,150.8,0.0,-232.013,237.588,175.053,-107.383,227.581,-0.0,-203.552,-0.0,-0.0,0.403135,339.72,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-157.735
0.0,117.766,92.856,-213.866,100.353,0.0,-154.398,158.108,116.493,-71.4603,151.449,-0.0,-135.458,-0.0,-0.0,0.268275,226.074,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-104.969
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.0,35.5089,27.9981,-64.4852,30.2587,0.0,-46.5545,47.673,35.1252,-21.5468,45.6651,-0.0,-40.8436,-0.0,-0.0,0.0808907,68.1662,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-31.6503
