7.94494e+09,5.76442e+10,-1.28015e+10,1.95177e+10,2.61287e+10,-0.0,0.0,-0.0,-9.17548e+10,-0.0,0.0,-0.0,-0.0,-0.0
-7.94494e+09,-5.76442e+10,1.28015e+10,-1.95177e+10,-2.61287e+10,0.0,-0.0,0.0,9.17548e+10,0.0,-0.0,0.0,0.0,0.0
-7.94494e+09,-5.76442e+10,1.28015e+10,-1.95177e+10,-2.61287e+10,0.0,-0.0,0.0,9.17548e+10,0.0,-0.0,0.0,0.0,0.0
-7.94494e+09,-5.76442e+10,1.28015e+10,-1.95177e+10,-2.61287e+10,0.0,-0.0,0.0,9.17548e+10,0.0,-0.0,0.0,0.0,0.0
7.94494e+09,5.76442e+10,-1.28015e+10,1.95177e+10,2.61287e+10,-0.0,0.0,-0.0,-9.17548e+10,-0.0,0.0,-0.0,-0.0,-0.0
7.94494e+09,5.76442e+10,-1.28015e+10,1.95177e+10,2.61287e+10,-0.0,0.0,-0.0,-9.17548e+10,-0.0,0.0,-0.0,-0.0,-0.0
-7.94494e+09,-5.76442e+10,1.28015e+10,-1.95177e+10,-2.61287e+10,0.0,-0.0,0.0,9.17548e+10,0.0,-0.0,0.0,0.0,0.0
7.94494e+09,5.76442e+10,-1.28015e+10,1.95177e+10,2.61287e+10,-0.0,0.0,-0.0,-9.17548e+10,-0.0,0.0,-0.0,-0.0,-0.0
-7.94494e+09,-5.76442e+10,1.28015e+10,-1.95177e+10,-2.61287e+10,0.0,-0.0,0.0,9.17548e+10,0.0,-0.0,0.0,0.0,0.0
-7.94494e+09,-5.76442e+10,1.28015e+10,-1.95177e+10,-2.61287e+10,0.0,-0.0,0.0,9.17548e+10,0.0,-0.0,0.0,0.0,0.0
7.94494e+09,5.76442e+10,-1.28015e+10,1.95177e+10,2.61287e+10,-0.0,0.0,-0.0,-9.17548e+10,-0.0,0.0,-0.0,-0.0,-0.0
7.94494e+09,5.76442e+10,-1.28015e+10,1.95177e+10,2.61287e+10,-0.0,0.0,-0.0,-9.17548e+10,-0.0,0.0,-0.0,-0.0,-0.0
-7.94494e+09,-5.76442e+10,1.28015e+10,-1.95177e+10,-2.61287e+10,0.0,-0.0,0.0,9.17548e+10,0.0,-0.0,0.0,0.0,0.0
-7.94494e+09,-5.76442e+10,1.28015e+10,-1.95177e+10,-2.61287e+10,0.0,-0.0,0.0,9.17548e+10,0.0,-0.0,0.0,0.0,0.0
-0.0,-1.55517e+09,1.19952e+10,0.0,0.0,-0.0,0.0,-0.0,1.06608e+10,2.47308e+09,0.0,0.0,-1.39265e+10,-2.97654e+09
-0.0,-1.02829e+10,7.93128e+10,0.0,0.0,-0.0,0.0,-0.0,7.04895e+10,1.63522e+10,0.0,0.0,-9.20829e+10,-1.9681e+10
-0.0,-5.21623e+09,4.02333e+10,0.0,0.0,-0.0,0.0,-0.0,3.57574e+10,8.29502e+09,0.0,0.0,-4.67112e+10,-9.98365e+09
-0.0,-3.45719e+09,2.66656e+10,0.0,0.0,-0.0,0.0,-0.0,2.36991e+10,5.49773e+09,0.0,0.0,-3.0959e+10,-6.61691e+09
-0.0,-4.57173e+09,3.52621e+10,0.0,0.0,-0.0,0.0,-0.0,3.13393e+10,7.27011e+09,0.0,0.0,-4.09397e+10,-8.7501e+09
0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
-0.0,-3.26655e+10,2.51952e+11,0.0,0.0,-0.0,0.0,-0.0,2.23923e+11,5.19457e+10,0.0,0.0,-2.92518e+11,-6.25204e+10
0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
-0.0,7.37917e+10,0.0,0.0,0.0,-1.90855e+10,0.0,-0.0,5.58976e+10,-0.0,-0.0,2.86838e+08,4.18136e+10,3.58848e+10
-0.0,2.38997e+11,0.0,0.0,0.0,-6.18142e+10,0.0,-0.0,1.81041e+11,-0.0,-0.0,9.29011e+08,1.35426e+11,1.16224e+11
0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
-0.0,1.07448e+11,0.0,0.0,0.0,-2.77905e+10,0.0,-0.0,8.13927e+10,-0.0,-0.0,4.17666e+08,6.0885e+10,5.22521e+10
-0.0,1.64967e+11,0.0,0.0,0.0,-4.26671e+10,0.0,-0.0,1.24963e+11,-0.0,-0.0,6.41247e+08,9.34775e+10,8.02232e+10
0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
-0.0,2.03128e+09,0.0,0.0,0.0,-5.25372e+08,0.0,-0.0,1.53871e+09,-0.0,-0.0,7.89586e+06,1.15101e+09,9.87811e+08
-0.0,4.46596e+10,0.0,0.0,0.0,-1.15508e+10,0.0,-0.0,3.38299e+10,-0.0,-0.0,1.73598e+08,2.53061e+10,2.17179e+10
0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,1.70988e+11,-2.08183e+11,-0.0,8.30312e+10,-0.0,2.63013e+10,0.0,-0.0,2.14497e+11,0.0,0.0,0.0
0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0
